Death Trash Language File		
#122:	Alright. Will take a look.	De acuerdo. Iré a echar un vistazo.
#66:	I have all the items you wanted.	Tengo lo que necesitas.
#67:	Nice. Give them to me.	Estupendo. Dámelo.
#76:	Good. Let me prepare this.	Bien, deja que prepare esto.
#92:	Alright. I've adjusted the frequency of the scanner to listen to any flesh activity.	De acuerdo. He ajustado la frecuencia del escáner para escuchar la actividad de la carne.
#93:	Let me see.	Déjame ver.
#101:	Yes. There's definitely some activity.	Sí. Definitivamente, hay actividad.
#102:	Not much though.	Aunque no mucha.
#144:	Would be interesting to see how the Flesh Nexus reacts to your body if it's enhanced by Octagon Fluid.	Sería interesante ver como el Nexo de Carne reacciona a tu cuerpo si se mejora con el fluido octagonal.
#145:	The Flesh Nexus?	¿Nexo de Carne?
#146:	It's my name for the web of flesh that fills these caves.	Es el nombre para la red de carne que yace en estas cuevas.
#147:	It has mass, tentacles and nodes.	Tiene masa, tentáculos y nodos.
#148:	There's a remarkable node here at the back of this cave.	Hay un nodo bastante llamativo detrás de esta cueva.
#103:	Here, let me apply some of that Octagon fluid to your skin.	Ven, deja que aplique algo del fluido a tu piel.
#170:	If I am correct, then this should make you a lot more attractive to the Nexus.	Si estoy en lo cierto, esto debería hacerte más atractivo para el Nexo.
#149:	Go over to the node and give it a try.	Ve al nodo y haz la prueba.
#150:	Alright.	Está bien.
#211:	Oh. I already talked to that thing.	Oh, ya he hablado con esa cosa.
#212:	Interesting. Your mutations must have developed further than suspected.	Interesante. Tus mutaciones se han desarrollado más de lo esperado.
#213:	But more importantly, what did you see? Is it intelligent?	Pero lo que es más importante, ¿qué has visto? ¿Es inteligente?
#162:	I'm not entirely sure about the Flesh Nexus itself.	No estoy seguro del Nexo de Carne.
#135:	But there was someone in there, communicating through the Nexus.	Pero había alguien ahí, comunicándose a través del Nexo.
#136:	Called himself the Oracle. And he wants me to find him.	Se hace llamar el Oráculo. Y quiere que lo encuentre.
#137:	Oh. But... How? Why?	Oh, pero... ¿Cómo? ¿Por qué?
#163:	I don't know yet.	Todavía no lo sé.
#231:	Fascinating.	Fascinante.
#232:	The Oracle mentioned a worm shaman.	El Oráculo mencionó algo sobre chamán de gusanos.
#234:	And that a worm shaman is bound to help the Oracle.	Y que un chamán de gusanos estaba obligado a ayudar al Oráculo.
#233:	That sounds odd.	Suena bastante raro.
#235:	A shaman, you say? Maybe like that witch at the old trees?	¿Un chamán, dices? ¿Algo así como una bruja de los viejos árboles?
#238:	Yes, I think you should try talking to her.	Sí, creo que deberías hablar con ella.
#239:	Alright.	De acuerdo.
#205:	Fascinating. Sounds like a real adventure.	Fascinante. Suena como una auténtica aventura.
#140:	I think you've earned yourself some rest now, though.	Creo que te has ganado un merecido descanso después de esto.
#109:	I examined the Flesh Nexus...	He examinado el Nexo de Carne...
#110:	And?	¿Y?
#152:	It reacts to me. I feel like I could communicate with it, even.	Reaccionó a mi. Sentía que podía comunicarme con ello.
#106:	Only, my voice is not strong enough, or something like that.	Solo que mi voz no era lo bastante fuerte, o algo por el estilo.
#107:	Fascinating.	Fascinante.
#153:	How would you... how would you get a stronger voice for that?	¿Cómo podría... cómo podría hacer mi voz más fuerte?
#117:	I don't know. I'll look around.	No lo sé. Tendré que echar un vistazo.
#154:	Maybe I'll find another flesh node or stuff like that.	Quizás encuentre otro nodo de carne o algo así.
#155:	I don't know, really.	No lo sé, en serio.
#112:	I met this giant flesh creature though. Looked like some tentacle animal.	Conocí a esta enorme criatura de carne. Parecía un animal de tentáculos.
#114:	Maybe this creature might teach me how to get a stronger voice?	¿Quizás esta criatura pueda enseñarme a usar una voz más fuerte?
#115:	Interesting.	Interesante.
#156:	Yes. Worth a shot, I guess.	Sí. Merece la pena intentarlo, supongo.
#118:	Ok. I'll go talk to it.	De acuerdo, iré a hablar con él.
#200:	Maybe that flesh tentacle creature I told you about.	Quizás esa criatura de tentáculos de la que te hable.
#132:	I've talked to the Flesh Nexus.	He hablado con el Nexo de Carne.
#133:	You did? Is it... are we talking about an intelligent being here?	¿Ah, sí? ¿Es... estamos hablando de un ser inteligente?
#243:	About the Oracle...	Sobre el Oráculo...
#166:	About the Flesh Nexus...	Sobre el Nexo de Carne...
#167:	You wanted to visit that tentacle creature, see if it can teach you how to communicate with the Flesh Nexus.	Querías visitar a la criatura de los tentáculos, ver si puede enseñarte cómo comunicarte con el Nexo de Carne.
#169:	Ah, right.	Ah, de acuerdo.
#158:	I feel ready to talk to the Flesh Nexus now.	Me siento preparado para hablar con el Nexo de Carne.
#164:	Alright. How would you do it?	Está bien. ¿Cómo vas a hacerlo?
#160:	Don't know how, but I feel like I have a voice now.	No lo sé, pero siento que ahora tengo voz para ello.
#161:	Interesting. Please, give it a try.	Interesante. Por favor, inténtalo.
#2:	A visitor.	Un visitante.
#11:	What are you doing here?	¿Qué haces aquí?
#12:	Examining the flesh. The machines. Finding out about our place among them.	Examinando la carne. Las máquinas. Encontrar nuestro lugar entre todo.
#13:	But my current studies are mostly focused on the flesh.	Pero mi estudio se centra más en la carne ahora mismo.
#14:	I wonder... What's your perception of all the forms of meat around us?	Me pregunto... ¿Cuál es tu percepción de las formas de carne a nuestro alrededor?
#85:	[Stay silent]	[Permanecer en silencio]
#86:	My general observations would be that it's unusual and we cannot discern where it comes from.	Mis observaciones serían que es algo inusual y no podemos discernir de dónde proviene.
#28:	Its origin is what I'm concerned about. And its connection to the infections and mutations.	Su origen es lo que más me preocupa. Eso y su conexión con las infecciones y las mutaciones.
#30:	Ehhh... I was cast out from the habitat because I'm contaminated. Could this be related?	Ehhh... Me expulsaron del hábitat por estar contaminado. ¿Podría estar relacionado?
#31:	Interesting. There are no visible signs of any illness.	Interesante. No veo rasgos de ninguna enfermedad.
#33:	How do you feel?	¿Cómo te sientes?
#35:	Pretty normal, most of the time. Occasionally sickness overcomes me and I have the urge to vomit.	Bastante normal, la mayor parte del tiempo. A veces me encuentro mal y necesito vomitar.
#36:	Alright. Those could be the first signs of your metabolism changing.	De acuerdo, esos son los primero síntomas de que tu metabolismo está cambiando.
#19:	It's unusual.	Es inusual.
#22:	That's a good observation.	Buena observación.
#83:	I would even say that there's no discernible origin of the meat.	Diría que incluso no se puede discernir su origen en la carne.
#18:	It's free food.	Es comida gratis.
#27:	I guess it is.	Supongo que lo es.
#17:	There's a lot of it.	Y hay mucha.
#21:	Correct.	Correcto.
#16:	It's just there.	Y simplemente está ahí.
#26:	Well, 'just' is a pretty bold assumption.	Bueno, "simplemente" quizás sea demasiado.
------------------------------------------		
SEQUENCE MoveAlong		
#2:	Move along!	¡Muévete!
------------------------------------------		
SEQUENCE Nard		
#2:	Buhuhu...	Buhuhu...
#3:	*gulp*	*traga*
#4:	Bwawawaaa...	Bwawawaaa...
#5:	*gulp*	*traga*
#6:	*hick*	*hic*
#7:	Oh Millja...	Oh, Millja...
#8:	*sniff*	*llora*
#9:	Why have you left?	¿Por qué te has ido?
#92:	Oh, I'm sho lonely...	Oh, tan solo...
#98:	[Leave]	[Marcharse]
#104:	Hey, I found somebody for you.	Eh, he encontrado a alguien para ti.
#125:	This is bad	Esto es malo.
#126:	I heard that you've been really sad recently.	He oído que estabas realmente deprimido últimamente.
#127:	Let me help you forget all of that.	Deja que te ayude a olvidarte de esas penas.
#130:	What do you mean? I don't want to forget Millja...	¿Qué quieres decir? No quiero olvidarme de Millja...
#131:	Oh... Oooohh...	Oh... Oooohh...
#94:	How about this fleshworm?	¿Qué tal este gusano de carne?
#96:	I know, It's not Millja.	Lo sé, no es Millja.
#97:	But maybe you just need somebody to take care of.	Pero quizás necesitas a alguien a quien cuidar.
#99:	Oh. It's sho cuuute. Gimme.	Oh, es muuuuy mono. Dame.
#100:	Dis is greeeat.	Ezto es esthupendo.
#132:	Shank you soooo much...	Mushas graaaaasias...
#23:	Oh Millja...	Oh, Millja...
#26:	My friend, your next drink is on me.	Amigo mío, la próxima bebida corre a mi cuenta.
#27:	*sniff*	*llora*
#28:	Shank you. Your a gooood one.	Mushas grasias. Ere una buena persona.
#29:	Heard you've been crying for a week now.	He oído que llevas llorando una semana.
#30:	Please, tell me a bit about Millja.	Dime, cuéntame un poco sobre Millja.
#31:	Oh... She wash de cutesht liddle wormy out here.	Oh... Era el guzanito má mono de cualquié lugá.
#32:	I alwaysh carrid her round.	Ziempre la llevaba encima.
#33:	An when she wash hungry... I'd jus...	Y ziempre teníah hambre... solo...
#34:	I'd puke... and she ate it.	Vomité... y ze lo comío...
#35:	And she showed me her beautiful littl teethies.	Entonze, me motroh sus hermozitos dientes.
#36:	Like... she's smiling.	Como... sonriendo.
#37:	Sho happy and cute.	Eztaba tan feli y contenta.
#38:	Bwawawaaa...	Bwawawaaa...
#41:	*gulp*	*traga*
#39:	But then... you kno... she's a curious one.	Entonze... ya zabe... era curioza.
#40:	Alwaysh nosing aroun'.	Ziempre curiozeando.
#42:	An she went cho she turret.	Ze acercó a la torreta.
#43:	An hen... she... she... never came back...	Y... ella... ella... nuncah regrezo...
#44:	Buhuhu	Buhuhu
#45:	*sniff*	*llora*
#46:	And now?	¿Y ahora?
#47:	You know yourself that you can't go on like this, right?	Sabes que no puedes seguir así, ¿verdad?
#48:	You're right.	Tieneh razó.
#49:	I need to change shomethin.	Necezito cambiá.
#50:	I'm goin' to revenge Millja.	Voy a vengah a Millja.
#52:	You know what? Go for it.	¿Sabes qué? Hazlo.
#53:	Fuck no. The guards will kill you.	Joder, no. Los guardias te matarán.
#64:	That's a really bad idea.	Es una mala idea.
#65:	But then... what should I do?	Entonze... ¿qué debo haze?
#68:	Get another Fleshworm.	Consigue otro gusano de carne.
#69:	You want me to replashe Millja?	¿Quieré que remplase a Millja?
#70:	But there'sh noone else out there like her.	Pero... no hay nadie como ella.
#71:	Millja was so *hick* unique.	Millja era muy *hic* única.
#72:	An you jus wand me to forget? To take another one?	¿Y quieres que me olvie? ¿Que encuentre otro?
#73:	Your no better than the turret that shot her.	No ere mejor que la torreta eza.
#74:	Fuck you.	Que te jodan.
#67:	I don't really have an answer.	Realmente no tengo respuesta.
#76:	I've only known you for a couple of minutes, you know.	Te conozco de hace unos minutos, sabes.
#77:	It's not like I'd know what would help you get over it.	No es como si supiera lo que te ayudaría a superarlo.
#78:	Do things that make you happy. Keep busy. Make your head free.	Haz algo que te haga feliz, que te mantenga ocupado. Libera tu cabeza de esos recuerdos.
#79:	Maybe you'll find someone out there, to fill a bit of that gap Millja left.	Quizás encuentres a alguien ahí afuera para llenar el vacío que dejo Millja.
#80:	Just give yourself time.	Dale tiempo.
#81:	You kno what? You're right.	¿Zabe qué? Tieneh razón.
#82:	I'll stop drinking for now.	Dejaré de beber.
#83:	Shank you sooooo much.	Mushas graaaasias.
#22:	I heard your story from the guards.	He oído tu historia de los guardias.
#86:	Sho what?	¿Y qué?
#85:	I think I can help you.	Creo que puedo ayudarte.
#87:	How? Millja ish gone. An nothin' willl bring her back.	¿Cómo? Millja ya no tá. Y ná pueh devolvémela.
#88:	I'm sho alone now.	Eztoy mu solo.
#89:	All alone.	Mu zolo.
#15:	Millja...	Millja...
#16:	*gulp*	*traga*
#17:	Jusss leawe me awone!	¡Dehaaame en paaaa!
#18:	Don wanna talk.	No quero hablar.
#19:	Bwawawaaa...	Bwawawaaa...
#166:	That was so good.	Eso estuvo bien.
#167:	I should do this more often.	Debería hacerlo más a menudo.
#169:	Oh, and since you helped me so much...	Oh, ya que me has ayudado...
#170:	Take this.	Toma esto.
#162:	Thank you so much.	Gracias, realmente te lo agradezco.
#163:	I wont touch the booze again... at least for a couple of days.	No volveré a tocar el alcohol... al menos un par de días.
#164:	I'm sure Millja is showing her smile to the titans now.	Seguro que Millja le está mostrando la sonrisa a los Titanes ahora.
#157:	Are you happy to see me, or do you have a fleshworm in your pants?	¿Te alegras de verme o tienes un gusano de carne en los pantalones?
#158:	For me it's both.	Creo que las dos cosas.
#134:	Do you still feel sad about Millja?	¿Te sigues sintiendo mal por Millja?
#135:	Milla? Who's that?	¿Millja? ¿Quién?
#136:	Nard is right. Shut up.	Nard tiene razón. Cállate.
#155:	We're having a moment here.	Estamos teniendo un momento.
#160:	Oh Millja...	Oh, Millja...
------------------------------------------		
SEQUENCE NewDelphiGuard		
#12:	Hey, you're looking hot.	Oye, 
#14:	Sometimes I wonder: Am I always right, or are the others always wrong?	A veces me pregunto si siempre tengo razón, ¿o los demás están equivocados?
#13:	Do you ever wonder where the Flesh Titans come from?	¿Alguna vez te preguntas de dónde vienen los Titanes de Carne?
#11:	This place is sacred. Watch your fucking language.	Este lugar es sagrado. Cuida tu puto lenguaje.
#10:	We are like one big, fleshy family.	Somos como una enorme familia carnosa.
#9:	I recently met a follower of the Machines. Such a moron.	Acabo de conocer a un seguidor de las Máquinas. Menudo gilipollas.
#8:	You anger one of us, you anger all of us.	Si enfadas a uno de nosotros, nos enfadas a todos.
#6:	Many people come here to talk to the high priest.	Mucha gente viene a hablar con el alto sacerdote.
#2:	The high priest is wise man.	El alto sacerdote es un hombre sabio.
#7:	The Flesh Titans are like our brothers and sisters. And fathers and mothers. And masters.	Los Titanes de Carne son como nuestros hermanos y hermanas. Padres y Madres, además maestros.
------------------------------------------		
SEQUENCE NewDelphiHighPriestAskForPlayerName		
#33:	The titans bless you, my child.	Que los Titanes te bendigan, hijo mío.
#59:	The what?	¿Los qué?
#61:	The Flesh Titans.	Los Titanes de Carne.
#62:	The masters of these places.	Los maestros de este lugar.
#63:	OUR masters.	NUESTROS maestros.
#64:	Who are you, that you don't know of them?	¿Quién eres que no sabes nada de ellos?
#69:	I won't tell you.	No te lo diré.
#74:	How deviant.	Menudo desviado.
#75:	But if the titans gave me this challenge, I will see it through.	Pero si los Titanes me envían este desafío, que así sea.
#68:	Nobody.	Nadie.
#72:	How humble.	Qué humilde.
#76:	You must be blessed by them, even if you do not know.	Debes haber sido bendecido por ellos, incluso si no lo sabes.
#65:	**forename**.	**forename**.
#73:	Very well. It is a pleasure to meet you.	Muy bien, encantado de conocerte.
#2:	I don't need their blessing.	No necesito su bendición.
#15:	A lost soul.	Oveja descarriada.
#16:	I pity you.	Te compadezco.
#17:	But you are not yet abandoned.	Pero todavía no has sido abandonado.
#18:	Let me help you find back to the flock.	Deja que te ayude a volver al rebaño.
#19:	Who are you?	¿Quién eres?
#27:	I won't tell you.	No te lo diré.
#29:	How deviant.	Menudo desviado.
#30:	But if the titans gave me this challenge, I will see it through.	Pero si los Titanes me envían este desafío, que así sea.
#20:	Nobody.	Nadie.
#21:	At least you have the humility to see that.	Al menos tienes la humildad de ver eso.
#24:	**forename**.	**forename**.
#22:	Very well. It is a pleasure to meet you.	Muy bien, encantado de conocerte.
#35:	Titans? Like that Fleshkraken?	¿Titanes? ¿Cómo el kraken de carne?
#47:	You have met one of them?	¿Has conocido a uno?
#48:	How lucky.	Qué suerte.
#49:	Who are you, blessed one?	¿Quién eres, oh, bendecido?
#50:	Nobody.	Nadie.
#13:	A humble soul, I see.	Un alma humilde, ya veo.
#52:	**forename**.	**forename**.
#14:	Very well. It is a pleasure to meet you.	Muy bien, encantado de conocerte.
#32:	Thanks, I guess.	Gracias, supongo.
#38:	You do not appear to be very devout.	No pareces muy devoto.
#39:	Who might you be?	¿Quién puedes ser?
#42:	Nobody.	Nadie.
#45:	A humble soul, I see.	Un alma humilde, ya veo.
#3:	You would do well to show more respect to the Titans.	Harías bien en mostrar respeto a los Titanes.
#8:	I will.	Así lo haré.
#31:	Very good.	Muy bien.
#6:	I already do.	Ya lo hago.
#7:	But you don't look like a Titan.	Pero no pareces un Titán.
#12:	Fair enough.	Suena justo.
#5:	Why should I?	¿Por qué debería?
#9:	The Titans are the proof of life to be.	Los Titanes son prueba de a lo que llega la vida.
#10:	Where they walk, the soil is blessed.	Cuando caminan, bendicen el suelo.
#11:	And gives us our daily meat.	Y nos dan nuestra carne de cada día.
#40:	**forename**.	**forename**.
#46:	Very well. It is a pleasure to meet you.	Muy bien, encantado de conocerte.
#37:	And may the sun shine forever on your soul.	Y que el sol brille por siempre sobre tu alma.
#55:	A fellow believer.	Un compañero creyente.
#56:	I feel great devotion from within you.	Siento una gran devoción dentro de ti.
#60:	[Leave]	[Marcharse]
------------------------------------------		
SEQUENCE NewDelphiHighPriestHeartQuestIntro		
#105:	Not yet.	Todavía no.
#110:	Trouble has come up.	Ha surgido un problema.
#107:	The titan's heart has been stolen, and its guarding priest has been killed.	El corazón del Titán ha sido robado y su guardián ha sido asesinado.
#109:	Presumably by the godhunters.	Presumiblemente por Cazadioses.
#108:	Until this situation is resolved, I am in no state to continue with you.	Hasta que se resuelva esto, no puedo continuar contigo.
#53:	Maybe I can help?	¿Quizás pueda ayudar?
#77:	Maybe this is the quest the Titans intended for you from the very beginning.	Puede que sea la misión que los Titánes pretendían encomendarte desde el principio.
#60:	I'd send you out to retreive the heart.	Te enviaré a recuperar el corazón.
#61:	But it is too large, even for one of your stature.	Pero es demasiado grande, incluso para tu estatura.
#63:	So? What should I do?	¿Entonces? ¿Qué debo hacer?
#64:	Worry not.	No te preocupes.
#65:	Inside its heart you shall find the seedling of a Titan.	Dentro del corazón encontrarás una "semilla" del Titán.
#66:	Not its child, but its source.	No es su hijo si no su fuente.
#67:	Bring me this, and it shall grow back to former glory.	Traemelo y podré hacer que se restaure.
#68:	Ok. Got it.	De acuerdo, entendido.
#71:	And where should I look for that heart?	¿Dónde debería buscar el corazón?
#72:	You should try the prison of the Godhunters, north of here.	Deberías probar la prisión de los Cazadioses, al norte de aquí.
#73:	But be careful. It is not without danger to enter.	Ten cuidado. No carece de peligros acechando.
#75:	Take this. It will help you.	Toma esto, te ayudará.
#70:	I'm on my way.	Voy para allá.
#78:	Even after proving yourself to the Titans already.	Incluso tras probarte ante los Titanes.
#79:	You are a true believer.	Realmente eres un verdadero creyente.
#57:	You are indeed blessed by the Titans.	Es un hecho que has sido bendecido por los Titanes.
#58:	They must have sent you, knowing this would happen.	Deben haberte enviado sabiendo que pasaría esto.
#51:	Oh. I see.	Oh, ya veo.
#52:	Good luck.	Buena suerte.
#56:	Titans bless us.	Que los Titanes te bendigan.
#106:	We checked out your report, and it sadly appears to be true.	Hemos revisado tu informe y lamentablemente parece ser cierto.
#2:	Almost. Something quite worrying has come up.	Casi. Algo bastante preocupante ha surgido.
#9:	And it's keeping us very occupied.	Y nos mantiene muy ocupados.
#5:	I'm back.	He vuelto.
#13:	And it's as we were told.	Y es como nos dijeron.
#28:	The Priest of the Heart was killed and dismembered.	El Sacerdote del Corazón ha sido asesinado y desmembrado.
#29:	His blood was everywhere.	Su sangre está por todas partes.
#30:	He managed to crawl away a bit. But it was too late.	Consiguió arrastrarse un poco, pero era demasiado tarde.
#31:	The Godhunters?	¿Cazadioses?
#32:	The Godhunters.	Cazadioses.
#33:	Shit!	¡Joder!
#34:	Yeah.	Sí.
#35:	And they've stolen the heart.	Y han robado el corazón.
#36:	Fuck...	Mierda...
#26:	You did well. Thank you.	Lo has hecho bien. Gracias.
#47:	I'm sorry.	Lo siento.
#49:	You'll have to wait until this mess is sorted out.	Tendrás que esperar a que solucionemos esto.
#16:	The Priest of the Heart was killed in front of the pedestal.	El Sacerdote del Corazón ha sido asesinado enfrente del pedestal.
#17:	Whoever did this also took his belongings.	Quienquiera que lo hiciese también robó sus pertenencias.
#18:	But it doesn't look like the Godhunters did it.	Pero no parece que fuesen los Cazadioses.
#19:	Not the Godhunters?	¿No fueron los Cazadioses?
#20:	No. They would have at least made a show of his body.	No. Al menos harían un espectáculo con su cadáver.
#21:	This was much more straight forward.	Esto es mucho más simple.
#22:	Then the heart...?	¿Entonces el corazón...
#23:	It's gone.	No está-
#24:	Without the priest to guard it, the Godhunters must have used the moment to snatch it.	Sin el sacerdote para protegerlo, los Cazadores deben haber aprovechado el momento para robarlo.
#25:	How horrible.	Que terrible.
#8:	Almost. We are still inquiring about the priest of the heart.	Casi. Todavía estamos preguntando sobre el Sacerdote del Corazón.
#48:	I'm sorry, but the Titan's Heart has been stolen.	Lo siento, pero el Corazón del Titán ha sido robado.
------------------------------------------		
SEQUENCE NewDelphiHighPriestHeartQuestProgress		
#16:	I don't even know where to start.	Ni siquiera sé por dónde empezar.
#13:	Right, right.	Bien, bien.
#17:	Here, take this. It might aid you.	Ten, toma esto. Te ayudará.
#19:	What is this?	¿Qué es esto?
#20:	It will give you entrance to the godhunters prison.	Te permitirá entrar en la prisión de los Cazadioses.
#22:	Be careful. It is a dangerous place.	Ten cuidado, es un sitio peligroso.
#41:	...	...
#42:	Titans forgive me.	Que los Titanes me perdonen.
#43:	I wished to give you the key to the godhunters prison.	Deseaba darte la llave a la prisión.
#44:	But it appears to have left my possession.	Pero parece que ya no está bajo mi posesión.
#45:	It must be that the titans are giving you one more challenge to overcome.	Debe ser que los Titanes te están brindando un desafío mayor.
#23:	What am I supposed to do?	¿Qué se supone que haga?
#12:	I gave you the key to the godhunters prison.	Te he dado la llave a la prisión.
#24:	You should start looking there.	Deberías empezar por ahí.
#14:	The godhunters prison is too dangerous for me.	La prisión de los Cazadioses es un lugar demasiado peligroso para mi.
#5:	The titans are watching over you.	Los Titanes te protegen.
#25:	I am sure of your success.	Estoy seguro de tu éxito.
#26:	WARNING: Something went wrong. [choose this option if you see it!]	ADVERTENCIA: Algo salió mal. [¡Escoge esta opción si lo ves!]
#27:	Please press F1 right now and send us a report. Try to describe what you did during the quest.	Pulsa F1 para enviar un informe. Intenta describir lo que hiciste durante la misión.
#28:	Thank you.	Gracias.
#29:	Here it is.	Aquí tienes.
#6:	You have done it.	Lo has conseguido.
#30:	Marvellous.	Maravilloso.
#31:	You must be a holy one, chosen by the titans.	Realmente debes ser un santo, elegido por los Titanes.
#32:	Please hand the seedling over to me.	Por favor, entregame el corazón.
#36:	We will return it to where it belongs.	Lo devolveremos a donde pertenece.
#7:	Warning: Something went wrong. Player should have quest item...	Atención: Algo ha salido mal. El jugador debería tener el objeto de misión...
------------------------------------------		
SEQUENCE NewDelphiHighPriestMain		
#304:	It's great to see you, I need to talk to you.	Me alegro de verte, tenemos que hablar.
#305:	You remember how I told you I could not share the secret of this place with you?	¿Recuerdas que te dije que no podía compartir los secretos de este lugar contigo?
#306:	Well, to my shame it turns out I acted foolishly.	Bueno, para mi verguenza, resulta que actue de forma irracional.
#307:	The key was in my other pocket, and I just forgot to check.	La llave estaba en mi bolsillo, se me olvido comprobarlo.
#308:	I deeply apologize.	Lo lamento profundamente.
#309:	Here, take this, and see for yourself what this place once used to be.	Toma, ten esto y mira por ti mismo lo que solía ser este lugar.
#303:	Oh blessed one, I need to talk to you.	Oh, bendito, necesito hablar contigo.
#297:	Oh **forename**, I need to talk to you.	Oh **forename**, necesito hablar contigo.
#106:	What would you like to talk about?	¿De qué te gustaría hablar?
#242:	[Leave]	[Marcharse]
#112:	Who are you?	¿Quién eres?
#131:	I am the high priest of New Delphi.	Soy el alto sacerdote de Nueva Delphi.
#132:	I dispense the will of the Titans.	Me encargo de cumplir la voluntad de los Titanes.
#133:	And serve as a connection between them and all other people.	Sirvo como conexión entre ellos y la gente.
#134:	As such I have discarded my own identity.	Como tal, he descartado mi propia identidad.
#135:	All I am now is a vessel for the masters.	Ahora soy un recipiente para los maestros.
#136:	Praise the flesh.	Alabada sea la carne.
#122:	Is there something else you would like to hear about?	¿Hay algo más que te gustaría saber?
#254:	Tell me the secret of New Delphi.	Cuéntame el secreto de Nueva Delphi.
#292:	Apparently you're hiding something about this place.	Aparentemente, ocultas algo de este lugar.
#255:	About my pilgrimage.	Sobre mi peregrinación.
#260:	The priest at Titans Heart has been killed.	El sacerdote en el Corazón del Titán ha sido asesinado.
#278:	Are we ready now?	¿Ya estamos listos?
#280:	About the seedling...	Sobre la "semilla"...
#285:	What's the secret you didn't want to tell me before?	¿Cuál es el secreto que no podías contarme?
#89:	Blessed One!	¡Bendito!
#105:	What a pleasure to see you again, **forename**.	Qué placer volver a verte,  **forename**.
#115:	I am looking for a partner.	Busco un compañero.
#187:	I am flattered, but I have devoted myself to the titans.	Me siento halagado, pero me he consagrado a los Titanes.
#114:	What is the meaning of life?	¿Cuál es el sentido de la vida?
#186:	To follow the titans and do their will.	Seguir a los Titanes y cumplir su voluntad.
------------------------------------------		
SEQUENCE NewDelphiHighPriestPilgrimQuestIntro		
#4:	Did that Historian talk again?	¿A vuelto a hablar ese Historiador?
#81:	I told him to guard his mouth.	Le dije que cerrase la boca.
#5:	Please leave this matter be.	Por favor, deja el asunto.
#82:	There is good reason why we tell the story this way.	Hay una buena razón para que contemos la historia así.
#7:	Alright. You don't have to tell me.	Está bien, no tienes por qué contármelo.
#84:	Ah, it's good to see you're reasonable.	Ah, me alegro de que seas razonable.
#85:	Have a pleasant day.	Que tengas un buen día.
#8:	I insist. Tell me!	Insisto. ¡Cuéntamelo!
#11:	I see that it is not worth arguing this with you.	Veo que no merece la pena discutir contigo.
#12:	But you will have to prove your devotion to the Titans beforehand.	Pero tendrás que demostrar tu devoción a los Titanes primero.
#18:	I thought we could be friends.	Pensaba que podíamos ser amigos.
#62:	Ok. Ok.	Está bien, está bien.
#63:	But please give me some time.	Pero dame algo de tiempo.
#64:	I need to prepare some things.	Necesito preparar algunas cosas.
#65:	Let us continue this talk next time you visit New Delphi.	Continuemos nuestra conversación la próxima vez que visites Nueva Delphi.
#15:	No way.	De ninguna manera.
#16:	It's probably not worth it anyway.	Probablemente no merezca la pena.
#32:	I knew this would be your answer.	Sabía que esa sería tu respuesta.
#33:	Talk to me again when you wish to prove your devotion.	Ven a verme cuando quieras probar tu devoción.
#13:	Alright.	De acuerdo.
#14:	What do I need to do?	¿Qué tengo que hacer?
#21:	Some time ago we found the body of a titan.	Hace algún tiempo encontramos el cuerpo de un Titán.
#22:	We took it apart and enshrined the parts all over.	Lo despiezamos y consagramos sus piezas por todas partes.
#23:	So people everywhere could see the wonders of the Titans in their glory.	Así la gente podría ver las maravillas de los Titanes en toda su gloria.
#24:	Go on a pilgrimage and meet the guardians to the shrines of the Head, the Guts and the Heart.	Ve de peregrinaje y conoce a los guardianes de los santuarios de la cabeza, las tripas y el corazón.
#25:	Prove yourself to them, and they will give you a sigil of approval.	Pruébate ante ellos y te darán un emblema de aprobación.
#29:	Are you ready for this task?	¿Estás listo para esta tarea?
#31:	No. This sounds too bothersome.	No, suena a que es un coñazo.
#30:	Of course!	¡Por supuesto!
#34:	Great.	Estupendo.
#37:	The first shrine, the Titans Head, is in the mountains south of here.	El primer santuario, el de la cabeza, está en las montañas al sur de aquí.
#83:	I was born ready.	Nací preparado.
#47:	Do you mean these sigils?	¿Te refieres a estos emblemas?
#48:	You already collected them?	¿Ya los tienes?
#49:	How wonderful.	Es estupendo.
#52:	I did not expect this.	Realmente no me esperaba esto.
#54:	You must be blessed by the Titans.	Debes haber sido bendecido por los Titanes.
#55:	Though this does come as a surprise.	Aunque eso no me sorprende.
#56:	I need to prepare some things.	Necesito preparar algunas cosas.
#57:	Let us talk about this again next time you come to New Delphi.	Hablemos de nuevo la próxima vez que vuelvas a Nueva Delphi.
#51:	You truly are blessed.	Realmente estás bendito.
#9:	I believe that I have more than proven my devotion to them already.	Creo que ya he demostrado bastante mi devoción.
#20:	That may be true.	Puede que sea cierto.
#61:	It IS true.	ES cierto.
#27:	You will have to prove your devotion before I will say anything.	Tendrás que demostrar tu devoción antes de que pueda decir nada.
------------------------------------------		
SEQUENCE NewDelphiHighPriestPilgrimQuestProgressInfo		
#9:	You have yet to receive the first sigil, at Titan's Head.	Todavía no tienes el primer emblema, lo obtendrás en la Cabeza del Titán.
#8:	You will receive the second sigil at Titans Guts, southeast of here.	Recibirás el segundo emblema en las Tripas del Titán, al sureste de aquí.
#7:	The last sigil can be gotten at Titans Heart.	El último emblema lo obtendrás en el Corazón del Titán.
